location,date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,Gap,mfg_score
United States,2021-04-01,33.54,20.22,53.33,13.32,3
United States,2021-04-02,34.16,20.77,54.43,13.389999999999997,3
United States,2021-04-03,34.56,21.12,55.13,13.440000000000001,3
United States,2021-04-04,34.69,21.23,55.36,13.459999999999997,3
United States,2021-04-05,35.21,21.72,56.29,13.490000000000002,3
United States,2021-04-06,35.9,22.35,57.49,13.549999999999997,3
United States,2021-04-07,36.67,23.04,58.8,13.630000000000003,3
United States,2021-04-08,37.44,23.81,60.16,13.629999999999999,3
United States,2021-04-09,38.17,24.55,61.46,13.620000000000001,3
United States,2021-04-10,38.69,25.05,62.33,13.639999999999997,3
United States,2021-04-11,38.94,25.29,62.76,13.649999999999999,3
United States,2021-04-12,39.44,25.81,63.67,13.629999999999999,3
United States,2021-04-13,39.97,26.33,64.72,13.64,3
United States,2021-04-14,40.49,26.91,65.83,13.580000000000002,3
United States,2021-04-15,41.02,27.5,66.97,13.520000000000003,3
United States,2021-04-16,41.52,28.08,68.06,13.440000000000005,3
United States,2021-04-17,41.87,28.44,68.77,13.429999999999996,3
United States,2021-04-18,42.03,28.61,69.11,13.420000000000002,3
United States,2021-04-19,42.36,29.06,69.89,13.3,3
United States,2021-04-20,42.77,29.61,70.87,13.160000000000004,3
United States,2021-04-21,43.19,30.23,71.92,12.959999999999997,3
United States,2021-04-22,43.62,30.85,72.98,12.769999999999996,3
United States,2021-04-23,44.03,31.43,73.98,12.600000000000001,3
United States,2021-04-24,44.33,31.79,74.64,12.54,3
United States,2021-04-25,44.48,31.94,74.94,12.539999999999996,3
United States,2021-04-26,44.76,32.37,75.67,12.39,3
United States,2021-04-27,45.1,32.91,76.54,12.190000000000005,3
United States,2021-04-28,45.44,33.5,77.47,11.939999999999998,3
United States,2021-04-29,45.78,34.1,78.4,11.68,3
United States,2021-04-30,46.12,34.66,79.28,11.46,3
United States,2021-05-01,46.34,35.01,79.84,11.330000000000005,3
United States,2021-05-02,46.43,35.19,80.11,11.240000000000002,3
United States,2021-05-03,46.63,35.61,80.7,11.020000000000003,3
United States,2021-05-04,46.88,36.15,81.46,10.730000000000004,3
United States,2021-05-05,47.12,36.69,82.23,10.43,3
United States,2021-05-06,47.36,37.24,82.99,10.119999999999997,3
United States,2021-05-07,47.6,37.78,83.75,9.82,3
United States,2021-05-08,47.75,38.11,84.22,9.64,3
United States,2021-05-09,47.81,38.25,84.41,9.560000000000002,3
United States,2021-05-10,47.96,38.6,84.89,9.36,3
United States,2021-05-11,48.16,39.04,85.51,9.119999999999997,3
United States,2021-05-12,48.35,39.48,86.12,8.870000000000005,3
United States,2021-05-13,48.63,39.9,86.81,8.730000000000004,3
United States,2021-05-14,48.96,40.34,87.55,8.619999999999997,3
United States,2021-05-15,49.24,40.64,88.11,8.600000000000001,3
United States,2021-05-16,49.38,40.79,88.4,8.590000000000003,3
United States,2021-05-17,49.65,41.09,88.95,8.559999999999995,3
United States,2021-05-18,49.95,41.45,89.58,8.5,3
United States,2021-05-19,50.25,41.8,90.21,8.450000000000003,3
United States,2021-05-20,50.53,42.16,90.82,8.370000000000005,3
United States,2021-05-21,50.81,42.53,91.44,8.280000000000001,3
United States,2021-05-22,51.03,42.76,91.88,8.270000000000003,3
United States,2021-05-23,51.13,42.87,92.08,8.260000000000005,3
United States,2021-05-24,51.32,43.09,92.48,8.229999999999997,3
United States,2021-05-25,51.53,43.35,92.92,8.18,3
United States,2021-05-26,51.73,43.6,93.35,8.129999999999995,3
United States,2021-05-27,51.91,43.85,93.76,8.059999999999995,3
United States,2021-05-28,52.1,44.08,94.16,8.020000000000003,3
United States,2021-05-29,52.21,44.21,94.4,8.0,3
United States,2021-05-30,52.27,44.27,94.51,8.0,3
United States,2021-05-31,52.3,44.31,94.58,7.989999999999995,3
United States,2021-06-01,52.46,44.55,94.96,7.910000000000004,3
United States,2021-06-02,52.61,44.76,95.3,7.850000000000001,3
United States,2021-06-03,52.75,45.01,95.68,7.740000000000002,3
United States,2021-06-04,52.9,45.31,96.11,7.589999999999996,3
United States,2021-06-05,53.01,45.53,96.43,7.479999999999997,3
United States,2021-06-06,53.06,45.64,96.59,7.420000000000002,3
United States,2021-06-07,53.17,45.87,96.92,7.300000000000004,3
United States,2021-06-08,53.29,46.12,97.27,7.170000000000002,3
United States,2021-06-09,53.41,46.37,97.63,7.039999999999999,3
United States,2021-06-10,53.53,46.62,97.98,6.910000000000004,3
United States,2021-06-11,53.66,46.88,98.35,6.779999999999994,3
United States,2021-06-12,53.75,47.07,98.62,6.68,3
United States,2021-06-13,53.78,47.16,98.74,6.6200000000000045,3
United States,2021-06-14,53.88,47.35,99.02,6.530000000000001,3
United States,2021-06-15,53.99,47.55,99.32,6.440000000000005,3
United States,2021-06-16,54.1,47.74,99.6,6.359999999999999,3
United States,2021-06-17,54.21,47.92,99.88,6.289999999999999,3
United States,2021-06-18,54.32,48.1,100.16,6.219999999999999,3
United States,2021-06-19,54.39,48.21,100.33,6.18,3
United States,2021-06-20,54.42,48.27,100.41,6.149999999999999,3
United States,2021-06-21,54.51,48.36,100.58,6.149999999999999,3
United States,2021-06-22,54.61,48.5,100.81,6.109999999999999,3
United States,2021-06-23,54.71,48.63,101.04,6.079999999999998,3
United States,2021-06-24,54.8,48.76,101.25,6.039999999999999,3
United States,2021-06-25,54.91,48.9,101.48,6.009999999999998,3
United States,2021-06-26,54.98,48.99,101.63,5.989999999999995,3
United States,2021-06-27,55.02,49.03,101.71,5.990000000000002,3
United States,2021-06-28,55.1,49.13,101.88,5.969999999999999,3
United States,2021-06-29,55.19,49.24,102.07,5.949999999999996,3
United States,2021-06-30,55.28,49.34,102.26,5.939999999999998,3
United States,2021-07-01,55.37,49.44,102.45,5.93,3
United States,2021-07-02,55.46,49.55,102.64,5.910000000000004,3
United States,2021-07-03,55.52,49.61,102.74,5.910000000000004,3
United States,2021-07-04,55.53,49.61,102.76,5.920000000000002,3
United States,2021-07-05,55.59,49.68,102.88,5.910000000000004,3
United States,2021-07-06,55.67,49.78,103.06,5.890000000000001,3
United States,2021-07-07,55.76,49.88,103.23,5.8799999999999955,3
United States,2021-07-08,55.84,49.97,103.4,5.8700000000000045,3
United States,2021-07-09,55.94,50.08,103.59,5.859999999999999,3
United States,2021-07-10,56.0,50.14,103.71,5.859999999999999,3
United States,2021-07-11,56.04,50.17,103.78,5.869999999999997,3
United States,2021-07-12,56.12,50.25,103.94,5.869999999999997,3
United States,2021-07-13,56.21,50.34,104.09,5.869999999999997,3
United States,2021-07-14,56.29,50.42,104.26,5.869999999999997,3
United States,2021-07-15,56.38,50.5,104.42,5.880000000000003,3
United States,2021-07-16,56.49,50.59,104.61,5.899999999999999,3
United States,2021-07-17,56.55,50.65,104.73,5.899999999999999,3
United States,2021-07-18,56.59,50.68,104.8,5.910000000000004,3
United States,2021-07-19,56.7,50.76,104.97,5.940000000000005,3
United States,2021-07-20,56.81,50.84,105.15,5.969999999999999,3
United States,2021-07-21,56.93,50.92,105.34,6.009999999999998,3
United States,2021-07-22,57.05,51.0,105.54,6.049999999999997,3
United States,2021-07-23,57.2,51.08,105.77,6.1200000000000045,3
United States,2021-07-24,57.29,51.14,105.91,6.149999999999999,3
United States,2021-07-25,57.35,51.15,105.98,6.200000000000003,3
United States,2021-07-26,57.48,51.22,106.18,6.259999999999998,3
United States,2021-07-27,57.63,51.3,106.39,6.330000000000005,3
United States,2021-07-28,57.78,51.38,106.61,6.399999999999999,3
United States,2021-07-29,57.93,51.45,106.83,6.479999999999997,3
United States,2021-07-30,58.1,51.54,107.08,6.560000000000002,3
United States,2021-07-31,58.21,51.6,107.24,6.609999999999999,3
United States,2021-08-01,58.28,51.63,107.34,6.649999999999999,3
United States,2021-08-02,58.43,51.7,107.56,6.729999999999997,3
United States,2021-08-03,58.59,51.78,107.79,6.810000000000002,3
United States,2021-08-04,58.76,51.85,108.03,6.909999999999997,3
United States,2021-08-05,58.93,51.94,108.27,6.990000000000002,3
United States,2021-08-06,59.12,52.03,108.54,7.089999999999996,3
United States,2021-08-07,59.23,52.09,108.71,7.1399999999999935,3
United States,2021-08-08,59.31,52.12,108.82,7.190000000000005,3
United States,2021-08-09,59.46,52.21,109.06,7.25,3
United States,2021-08-10,59.63,52.3,109.3,7.330000000000005,3
United States,2021-08-11,59.78,52.39,109.53,7.390000000000001,3
United States,2021-08-12,59.93,52.49,109.78,7.439999999999998,3
United States,2021-08-13,60.11,52.6,110.07,7.509999999999998,3
United States,2021-08-14,60.22,52.68,110.26,7.539999999999999,3
United States,2021-08-15,60.28,52.73,110.38,7.550000000000004,3
United States,2021-08-16,60.42,52.83,110.64,7.590000000000003,3
United States,2021-08-17,60.57,52.94,110.92,7.630000000000003,3
United States,2021-08-18,60.72,53.06,111.21,7.659999999999997,3
United States,2021-08-19,60.86,53.17,111.5,7.689999999999998,3
United States,2021-08-20,61.03,53.32,111.83,7.710000000000001,3
United States,2021-08-21,61.13,53.41,112.04,7.720000000000006,3
United States,2021-08-22,61.18,53.46,112.16,7.719999999999999,3
United States,2021-08-23,61.31,53.59,112.43,7.719999999999999,3
United States,2021-08-24,61.45,53.71,112.72,7.740000000000002,3
United States,2021-08-25,61.59,53.84,113.02,7.75,3
United States,2021-08-26,61.74,53.97,113.32,7.770000000000003,3
United States,2021-08-27,61.9,54.14,113.67,7.759999999999998,3
United States,2021-08-28,62.0,54.24,113.89,7.759999999999998,3
United States,2021-08-29,62.05,54.3,114.02,7.75,3
United States,2021-08-30,62.18,54.43,114.3,7.75,3
United States,2021-08-31,62.31,54.56,114.58,7.75,3
United States,2021-09-01,62.44,54.69,114.87,7.75,3
United States,2021-09-02,62.56,54.81,115.14,7.75,3
United States,2021-09-03,62.69,54.96,115.46,7.729999999999997,3
United States,2021-09-04,62.77,55.04,115.63,7.730000000000004,3
United States,2021-09-05,62.82,55.1,115.74,7.719999999999999,3
United States,2021-09-06,62.84,55.12,115.79,7.720000000000006,3
United States,2021-09-07,62.95,55.27,116.07,7.68,3
United States,2021-09-08,63.06,55.39,116.32,7.670000000000002,3
United States,2021-09-09,63.17,55.51,116.58,7.660000000000004,3
United States,2021-09-10,63.31,55.66,116.9,7.650000000000006,3
United States,2021-09-11,63.39,55.76,117.08,7.630000000000003,3
United States,2021-09-12,63.43,55.81,117.18,7.619999999999997,3
United States,2021-09-13,63.54,55.92,117.42,7.619999999999997,3
United States,2021-09-14,63.63,56.04,117.65,7.590000000000003,3
United States,2021-09-15,63.73,56.16,117.88,7.57,3
United States,2021-09-16,63.82,56.28,118.11,7.539999999999999,3
United States,2021-09-17,63.93,56.42,118.39,7.509999999999998,3
United States,2021-09-18,63.99,56.51,118.54,7.480000000000004,3
United States,2021-09-19,64.03,56.56,118.64,7.469999999999999,3
United States,2021-09-20,64.11,56.67,118.85,7.439999999999998,3
United States,2021-09-21,64.19,56.77,119.06,7.419999999999995,3
United States,2021-09-22,64.26,56.87,119.26,7.390000000000008,3
United States,2021-09-23,64.34,56.97,119.46,7.3700000000000045,3
United States,2021-09-24,64.44,57.1,119.76,7.339999999999996,3
United States,2021-09-25,64.5,57.17,119.97,7.329999999999998,3
United States,2021-09-26,64.53,57.21,120.09,7.32,3
United States,2021-09-27,64.62,57.28,120.4,7.340000000000003,3
United States,2021-09-28,64.71,57.37,120.74,7.339999999999996,3
United States,2021-09-29,64.8,57.47,121.09,7.329999999999998,3
United States,2021-09-30,64.88,57.56,121.44,7.319999999999993,3
United States,2021-10-01,64.98,57.68,121.85,7.300000000000004,3
United States,2021-10-02,65.03,57.74,122.04,7.289999999999999,3
United States,2021-10-03,65.06,57.78,122.15,7.280000000000001,3
United States,2021-10-04,65.13,57.86,122.45,7.269999999999996,3
United States,2021-10-05,65.21,57.94,122.76,7.269999999999996,3
United States,2021-10-06,65.28,58.02,123.07,7.259999999999998,3
United States,2021-10-07,65.36,58.1,123.39,7.259999999999998,3
United States,2021-10-08,65.44,58.19,123.74,7.25,3
United States,2021-10-09,65.49,58.24,123.9,7.249999999999993,3
United States,2021-10-10,65.51,58.28,124.0,7.230000000000004,3
United States,2021-10-11,65.58,58.34,124.26,7.239999999999995,3
United States,2021-10-12,65.65,58.42,124.54,7.230000000000004,3
United States,2021-10-13,65.72,58.49,124.82,7.229999999999997,3
United States,2021-10-14,65.79,58.56,125.09,7.230000000000004,3
United States,2021-10-15,65.86,58.64,125.41,7.219999999999999,3
United States,2021-10-16,65.91,58.68,125.56,7.229999999999997,3
United States,2021-10-17,65.93,58.71,125.64,7.220000000000006,3
United States,2021-10-18,66.0,58.78,125.9,7.219999999999999,3
United States,2021-10-19,66.06,58.83,126.15,7.230000000000004,3
United States,2021-10-20,66.12,58.89,126.4,7.230000000000004,3
United States,2021-10-21,66.18,58.95,126.66,7.230000000000004,3
United States,2021-10-22,66.27,59.03,127.08,7.239999999999995,3
United States,2021-10-23,66.32,59.07,127.33,7.249999999999993,3
United States,2021-10-24,66.35,59.09,127.48,7.259999999999991,3
United States,2021-10-25,66.44,59.15,127.94,7.289999999999999,3
United States,2021-10-26,66.53,59.22,128.42,7.310000000000002,3
United States,2021-10-27,66.62,59.28,128.91,7.340000000000003,3
United States,2021-10-28,66.7,59.34,129.4,7.359999999999999,3
United States,2021-10-29,66.8,59.42,129.94,7.3799999999999955,3
United States,2021-10-30,66.85,59.45,130.19,7.3999999999999915,3
United States,2021-10-31,66.88,59.47,130.32,7.409999999999997,3
United States,2021-11-01,66.96,59.53,130.78,7.429999999999993,3
United States,2021-11-02,67.05,59.59,131.23,7.459999999999994,3
United States,2021-11-03,67.14,59.65,131.71,7.490000000000002,3
United States,2021-11-04,67.24,59.71,132.21,7.529999999999994,3
United States,2021-11-05,67.38,59.78,132.8,7.599999999999994,3
United States,2021-11-06,67.5,59.81,133.11,7.689999999999998,3
United States,2021-11-07,67.57,59.83,133.28,7.739999999999995,3
United States,2021-11-08,67.71,59.89,133.73,7.819999999999993,3
United States,2021-11-09,67.86,59.94,134.23,7.920000000000002,3
United States,2021-11-10,68.04,59.99,134.77,8.050000000000004,3
United States,2021-11-11,68.2,60.04,135.26,8.160000000000004,3
United States,2021-11-12,68.39,60.1,135.86,8.29,3
United States,2021-11-13,68.55,60.13,136.22,8.419999999999995,3
United States,2021-11-14,68.63,60.15,136.4,8.479999999999997,3
United States,2021-11-15,68.76,60.2,136.87,8.560000000000002,3
United States,2021-11-16,68.91,60.25,137.38,8.659999999999997,3
United States,2021-11-17,69.06,60.3,137.92,8.760000000000005,3
United States,2021-11-18,69.21,60.35,138.47,8.859999999999992,3
United States,2021-11-19,69.39,60.41,139.1,8.980000000000004,3
United States,2021-11-20,69.52,60.44,139.47,9.079999999999998,3
United States,2021-11-21,69.59,60.46,139.67,9.130000000000003,3
United States,2021-11-22,69.73,60.51,140.22,9.220000000000006,3
United States,2021-11-23,69.88,60.56,140.77,9.319999999999993,3
United States,2021-11-24,70.0,60.61,141.19,9.39,3
United States,2021-11-25,70.0,60.61,141.2,9.39,3
United States,2021-11-26,70.09,60.66,141.57,9.430000000000007,3
United States,2021-11-27,70.16,60.73,141.84,9.43,3
United States,2021-11-28,70.2,60.77,142.02,9.43,3
United States,2021-11-29,70.3,60.88,142.53,9.419999999999995,3
United States,2021-11-30,70.42,61.0,143.12,9.420000000000002,3
United States,2021-12-01,70.56,61.13,143.78,9.43,3
United States,2021-12-02,70.69,61.25,144.44,9.439999999999998,3
United States,2021-12-03,70.84,61.4,145.19,9.440000000000005,3
United States,2021-12-04,70.93,61.54,145.64,9.390000000000008,3
United States,2021-12-05,70.97,61.6,145.87,9.369999999999997,3
United States,2021-12-06,71.09,61.7,146.43,9.39,3
United States,2021-12-07,71.21,61.8,147.01,9.409999999999997,3
United States,2021-12-08,71.33,61.91,147.59,9.420000000000002,3
United States,2021-12-09,71.45,62.01,148.18,9.440000000000005,3
United States,2021-12-10,71.57,62.14,148.83,9.429999999999993,3
United States,2021-12-11,71.65,62.24,149.21,9.410000000000004,3
United States,2021-12-12,71.7,62.28,149.4,9.420000000000002,3
United States,2021-12-13,71.8,62.36,149.89,9.439999999999998,3
United States,2021-12-14,71.91,62.45,150.42,9.459999999999994,3
United States,2021-12-15,72.02,62.53,150.94,9.489999999999995,3
United States,2021-12-16,72.14,62.58,151.46,9.560000000000002,3
United States,2021-12-17,72.26,62.66,152.05,9.600000000000009,3
United States,2021-12-18,72.35,62.71,152.39,9.639999999999993,3
United States,2021-12-19,72.4,62.74,152.58,9.660000000000004,3
United States,2021-12-20,72.53,62.8,153.14,9.730000000000004,3
United States,2021-12-21,72.67,62.88,153.75,9.79,3
United States,2021-12-22,72.8,62.95,154.31,9.849999999999994,3
United States,2021-12-23,72.91,63.01,154.76,9.899999999999999,3
United States,2021-12-24,72.94,63.02,154.87,9.919999999999995,3
United States,2021-12-25,72.94,63.02,154.88,9.919999999999995,3
United States,2021-12-26,72.98,63.05,155.02,9.930000000000007,3
United States,2021-12-27,73.1,63.12,155.48,9.979999999999997,3
United States,2021-12-28,73.23,63.19,156.0,10.040000000000006,3
United States,2021-12-29,73.36,63.27,156.51,10.089999999999996,3
United States,2021-12-30,73.48,63.33,156.98,10.150000000000006,3
United States,2021-12-31,73.52,63.36,157.16,10.159999999999997,3
United States,2022-01-01,73.53,63.37,157.2,10.160000000000004,3
United States,2022-01-02,73.57,63.39,157.35,10.179999999999993,3
United States,2022-01-03,73.68,63.45,157.73,10.230000000000004,3
United States,2022-01-04,73.79,63.52,158.16,10.270000000000003,3
United States,2022-01-05,73.9,63.58,158.6,10.320000000000007,3
United States,2022-01-06,74.01,63.65,159.04,10.360000000000007,3
United States,2022-01-07,74.13,63.72,159.54,10.409999999999997,3
United States,2022-01-08,74.21,63.78,159.86,10.429999999999993,3
United States,2022-01-09,74.25,63.8,160.01,10.450000000000003,3
United States,2022-01-10,74.35,63.86,160.39,10.489999999999995,3
United States,2022-01-11,74.45,63.92,160.79,10.530000000000001,3
United States,2022-01-12,74.55,63.98,161.19,10.57,3
United States,2022-01-13,74.65,64.04,161.58,10.61,3
United States,2022-01-14,74.76,64.09,162.03,10.670000000000002,3
United States,2022-01-15,74.83,64.12,162.27,10.709999999999994,3
United States,2022-01-16,74.86,64.14,162.38,10.719999999999999,3
United States,2022-01-17,74.93,64.18,162.63,10.75,3
United States,2022-01-18,75.0,64.24,162.94,10.760000000000005,3
United States,2022-01-19,75.08,64.3,163.24,10.780000000000001,3
United States,2022-01-20,75.15,64.35,163.52,10.800000000000011,3
United States,2022-01-21,75.23,64.4,163.85,10.829999999999998,3
United States,2022-01-22,75.28,64.42,164.04,10.86,3
United States,2022-01-23,75.31,64.44,164.14,10.870000000000005,3
United States,2022-01-24,75.37,64.49,164.38,10.88000000000001,3
United States,2022-01-25,75.43,64.55,164.62,10.88000000000001,3
United States,2022-01-26,75.49,64.6,164.87,10.89,3
United States,2022-01-27,75.55,64.65,165.11,10.899999999999991,3
United States,2022-01-28,75.62,64.72,165.4,10.900000000000006,3
United States,2022-01-29,75.65,64.75,165.54,10.900000000000006,3
United States,2022-01-30,75.67,64.77,165.62,10.900000000000006,3
United States,2022-01-31,75.72,64.82,165.81,10.900000000000006,3
United States,2022-02-01,75.77,64.87,166.0,10.899999999999991,3
United States,2022-02-02,75.81,64.92,166.17,10.89,3
United States,2022-02-03,75.85,64.96,166.33,10.89,3
United States,2022-02-04,75.89,65.02,166.53,10.870000000000005,3
United States,2022-02-05,75.93,65.06,166.67,10.870000000000005,3
United States,2022-02-06,75.94,65.08,166.73,10.86,3
United States,2022-02-07,75.98,65.12,166.88,10.86,3
United States,2022-02-08,76.02,65.16,167.03,10.86,3
United States,2022-02-09,76.06,65.21,167.19,10.850000000000009,3
United States,2022-02-10,76.1,65.25,167.34,10.849999999999994,3
United States,2022-02-11,76.14,65.3,167.53,10.840000000000003,3
United States,2022-02-12,76.17,65.33,167.64,10.840000000000003,3
United States,2022-02-13,76.18,65.35,167.68,10.830000000000013,3
United States,2022-02-14,76.21,65.38,167.79,10.829999999999998,3
United States,2022-02-15,76.24,65.41,167.91,10.829999999999998,3
United States,2022-02-16,76.27,65.45,168.04,10.819999999999993,3
United States,2022-02-17,76.3,65.48,168.16,10.819999999999993,3
United States,2022-02-18,76.34,65.53,168.32,10.810000000000002,3
United States,2022-02-19,76.36,65.55,168.41,10.810000000000002,3
United States,2022-02-20,76.37,65.56,168.45,10.810000000000002,3
United States,2022-02-21,76.4,65.59,168.55,10.810000000000002,3
United States,2022-02-22,76.42,65.62,168.66,10.799999999999997,3
United States,2022-02-23,76.45,65.65,168.76,10.799999999999997,3
United States,2022-02-24,76.48,65.67,168.86,10.810000000000002,3
United States,2022-02-25,76.5,65.71,168.98,10.790000000000006,3
United States,2022-02-26,76.52,65.73,169.06,10.789999999999992,3
United States,2022-02-27,76.53,65.74,169.1,10.790000000000006,3
United States,2022-02-28,76.56,65.76,169.19,10.799999999999997,3
United States,2022-03-01,76.58,65.78,169.28,10.799999999999997,3
United States,2022-03-02,76.6,65.8,169.36,10.799999999999997,3
United States,2022-03-03,76.62,65.83,169.43,10.790000000000006,3
United States,2022-03-04,76.64,65.85,169.53,10.790000000000006,3
United States,2022-03-05,76.66,65.87,169.59,10.789999999999992,3
United States,2022-03-06,76.66,65.88,169.61,10.780000000000001,3
United States,2022-03-07,76.68,65.89,169.68,10.790000000000006,3
United States,2022-03-08,76.7,65.91,169.74,10.790000000000006,3
United States,2022-03-09,76.72,65.93,169.81,10.789999999999992,3
United States,2022-03-10,76.73,65.95,169.88,10.780000000000001,3
United States,2022-03-11,76.75,65.97,169.95,10.780000000000001,3
United States,2022-03-12,76.76,65.98,170.0,10.780000000000001,3
United States,2022-03-13,76.77,65.99,170.02,10.780000000000001,3
United States,2022-03-14,76.78,66.0,170.08,10.780000000000001,3
United States,2022-03-15,76.8,66.02,170.14,10.780000000000001,3
United States,2022-03-16,76.82,66.04,170.21,10.779999999999987,3
United States,2022-03-17,76.83,66.05,170.27,10.780000000000001,3
United States,2022-03-18,76.85,66.07,170.34,10.780000000000001,3
United States,2022-03-19,76.86,66.08,170.39,10.780000000000001,3
United States,2022-03-20,76.87,66.09,170.41,10.780000000000001,3
United States,2022-03-21,76.89,66.1,170.47,10.790000000000006,3
United States,2022-03-22,76.9,66.11,170.53,10.790000000000006,3
United States,2022-03-23,76.92,66.13,170.58,10.790000000000006,3
United States,2022-03-24,76.93,66.14,170.64,10.790000000000006,3
United States,2022-03-25,76.95,66.16,170.71,10.790000000000006,3
United States,2022-03-26,76.96,66.17,170.75,10.789999999999992,3
United States,2022-03-27,76.97,66.17,170.77,10.799999999999997,3
United States,2022-03-28,76.98,66.18,170.82,10.799999999999997,3
United States,2022-03-29,77.0,66.2,170.88,10.799999999999997,3
United States,2022-03-30,77.01,66.21,171.01,10.800000000000011,3
United States,2022-03-31,77.04,66.23,171.17,10.810000000000002,3
United States,2022-04-01,77.06,66.26,171.37,10.799999999999997,3
United States,2022-04-02,77.07,66.27,171.48,10.799999999999997,3
United States,2022-04-03,77.08,66.28,171.54,10.799999999999997,3
United States,2022-04-04,77.1,66.3,171.71,10.799999999999997,3
United States,2022-04-05,77.12,66.32,171.88,10.800000000000011,3
United States,2022-04-06,77.14,66.34,172.06,10.799999999999997,3
United States,2022-04-07,77.16,66.35,172.23,10.810000000000002,3
United States,2022-04-08,77.18,66.38,172.44,10.800000000000011,3
United States,2022-04-09,77.2,66.39,172.54,10.810000000000002,3
United States,2022-04-10,77.2,66.4,172.6,10.799999999999997,3
United States,2022-04-11,77.22,66.42,172.78,10.799999999999997,3
United States,2022-04-12,77.24,66.44,172.96,10.799999999999997,3
United States,2022-04-13,77.26,66.45,173.14,10.810000000000002,3
United States,2022-04-14,77.28,66.47,173.32,10.810000000000002,3
United States,2022-04-15,77.3,66.49,173.49,10.810000000000002,3
United States,2022-04-16,77.31,66.5,173.57,10.810000000000002,3
United States,2022-04-17,77.32,66.5,173.59,10.819999999999993,3
United States,2022-04-18,77.33,66.52,173.75,10.810000000000002,3
United States,2022-04-19,77.35,66.54,173.91,10.809999999999988,3
United States,2022-04-20,77.37,66.56,174.07,10.810000000000002,3
United States,2022-04-21,77.39,66.57,174.23,10.820000000000007,3
United States,2022-04-22,77.41,66.59,174.38,10.819999999999993,3
United States,2022-04-23,77.42,66.6,174.46,10.820000000000007,3
United States,2022-04-24,77.42,66.61,174.5,10.810000000000002,3
United States,2022-04-25,77.44,66.62,174.63,10.819999999999993,3
United States,2022-04-26,77.45,66.64,174.77,10.810000000000002,3
United States,2022-04-27,77.47,66.65,174.91,10.819999999999993,3
United States,2022-04-28,77.49,66.67,175.06,10.819999999999993,3
United States,2022-04-29,77.5,66.69,175.21,10.810000000000002,3
United States,2022-04-30,77.51,66.7,175.29,10.810000000000002,3
United States,2022-05-01,77.52,66.7,175.33,10.819999999999993,3
United States,2022-05-02,77.53,66.71,175.45,10.820000000000007,3
United States,2022-05-03,77.55,66.73,175.58,10.819999999999993,3
United States,2022-05-04,77.57,66.74,175.7,10.829999999999998,3
United States,2022-05-05,77.58,66.76,175.83,10.819999999999993,3
United States,2022-05-06,77.6,66.77,175.97,10.829999999999998,3
United States,2022-05-07,77.61,66.78,176.03,10.829999999999998,3
United States,2022-05-08,77.61,66.78,176.06,10.829999999999998,3
United States,2022-05-09,77.62,66.8,176.17,10.820000000000007,3
United States,2022-05-10,77.64,66.81,176.3,10.829999999999998,3
United States,2022-05-11,77.65,66.83,176.43,10.820000000000007,3
United States,2022-05-12,77.67,66.84,176.56,10.829999999999998,3
United States,2022-05-13,77.69,66.86,176.71,10.829999999999998,3
United States,2022-05-14,77.7,66.87,176.78,10.829999999999998,3
United States,2022-05-15,77.7,66.87,176.82,10.829999999999998,3
United States,2022-05-16,77.72,66.88,176.94,10.840000000000003,3
United States,2022-05-17,77.73,66.9,177.06,10.829999999999998,3
United States,2022-05-18,77.75,66.91,177.19,10.840000000000003,3
United States,2022-05-19,77.77,66.93,177.32,10.83999999999999,3
United States,2022-05-20,77.78,66.94,177.48,10.840000000000003,3
United States,2022-05-21,77.79,66.95,177.56,10.840000000000003,3
United States,2022-05-22,77.8,66.96,177.61,10.840000000000003,3
United States,2022-05-23,77.82,66.97,177.74,10.849999999999994,3
United States,2022-05-24,77.83,66.99,177.87,10.840000000000003,3
United States,2022-05-25,77.85,67.0,178.0,10.849999999999994,3
United States,2022-05-26,77.86,67.01,178.12,10.849999999999994,3
United States,2022-05-27,77.88,67.03,178.25,10.849999999999994,3
United States,2022-05-28,77.89,67.03,178.32,10.86,3
United States,2022-05-29,77.89,67.04,178.35,10.849999999999994,3
United States,2022-05-30,77.89,67.04,178.36,10.849999999999994,3
United States,2022-05-31,77.91,67.05,178.47,10.86,3
United States,2022-06-01,77.92,67.07,178.59,10.850000000000009,3
United States,2022-06-02,77.94,67.08,178.7,10.86,3
United States,2022-06-03,77.95,67.09,178.82,10.86,3
United States,2022-06-04,77.96,67.1,178.88,10.86,3
United States,2022-06-05,77.97,67.1,178.91,10.870000000000005,3
United States,2022-06-06,77.98,67.11,179.01,10.870000000000005,3
United States,2022-06-07,77.99,67.12,179.1,10.86999999999999,3
United States,2022-06-08,78.01,67.14,179.2,10.870000000000005,3
United States,2022-06-09,78.02,67.15,179.3,10.86999999999999,3
United States,2022-06-10,78.04,67.16,179.4,10.88000000000001,3
United States,2022-06-11,78.04,67.17,179.45,10.870000000000005,3
United States,2022-06-12,78.05,67.17,179.48,10.879999999999995,3
United States,2022-06-13,78.06,67.18,179.56,10.879999999999995,3
United States,2022-06-14,78.07,67.19,179.64,10.879999999999995,3
United States,2022-06-15,78.08,67.2,179.73,10.879999999999995,3
United States,2022-06-16,78.1,67.21,179.81,10.89,3
